Longitude,Latitude,Altitude,d0101,d0102,d0103,d0104,d0105,d0106,d0107,d0108,d0109,d0110,d0111,d0112,d0113,d0114,d0115,d0116,d0117,d0118,d0119,d0120,d0121,d0122,d0123,d0124,d0125,d0126,d0127,d0128,d0129,d0130,d0131,d0201,d0202,d0203,d0204,d0205,d0206,d0207,d0208,d0209,d0210,d0211,d0212,d0213,d0214,d0215,d0216,d0217,d0218,d0219,d0220,d0221,d0222,d0223,d0224,d0225,d0226,d0227,d0228,d0301,d0302,d0303,d0304,d0305,d0306,d0307,d0308,d0309,d0310,d0311,d0312,d0313,d0314,d0315,d0316,d0317,d0318,d0319,d0320,d0321,d0322,d0323,d0324,d0325,d0326,d0327,d0328,d0329,d0330,d0331,d0401,d0402,d0403,d0404,d0405,d0406,d0407,d0408,d0409,d0410,d0411,d0412,d0413,d0414,d0415,d0416,d0417,d0418,d0419,d0420,d0421,d0422,d0423,d0424,d0425,d0426,d0427,d0428,d0429,d0430,d0501,d0502,d0503,d0504,d0505,d0506,d0507,d0508,d0509,d0510,d0511,d0512,d0513,d0514,d0515,d0516,d0517,d0518,d0519,d0520,d0521,d0522,d0523,d0524,d0525,d0526,d0527,d0528,d0529,d0530,d0531,d0601,d0602,d0603,d0604,d0605,d0606,d0607,d0608,d0609,d0610,d0611,d0612,d0613,d0614,d0615,d0616,d0617,d0618,d0619,d0620,d0621,d0622,d0623,d0624,d0625,d0626,d0627,d0628,d0629,d0630,d0701,d0702,d0703,d0704,d0705,d0706,d0707,d0708,d0709,d0710,d0711,d0712,d0713,d0714,d0715,d0716,d0717,d0718,d0719,d0720,d0721,d0722,d0723,d0724,d0725,d0726,d0727,d0728,d0729,d0730,d0731,d0801,d0802,d0803,d0804,d0805,d0806,d0807,d0808,d0809,d0810,d0811,d0812,d0813,d0814,d0815,d0816,d0817,d0818,d0819,d0820,d0821,d0822,d0823,d0824,d0825,d0826,d0827,d0828,d0829,d0830,d0831,d0901,d0902,d0903,d0904,d0905,d0906,d0907,d0908,d0909,d0910,d0911,d0912,d0913,d0914,d0915,d0916,d0917,d0918,d0919,d0920,d0921,d0922,d0923,d0924,d0925,d0926,d0927,d0928,d0929,d0930,d1001,d1002,d1003,d1004,d1005,d1006,d1007,d1008,d1009,d1010,d1011,d1012,d1013,d1014,d1015,d1016,d1017,d1018,d1019,d1020,d1021,d1022,d1023,d1024,d1025,d1026,d1027,d1028,d1029,d1030,d1031,d1101,d1102,d1103,d1104,d1105,d1106,d1107,d1108,d1109,d1110,d1111,d1112,d1113,d1114,d1115,d1116,d1117,d1118,d1119,d1120,d1121,d1122,d1123,d1124,d1125,d1126,d1127,d1128,d1129,d1130,d1201,d1202,d1203,d1204,d1205,d1206,d1207,d1208,d1209,d1210,d1211,d1212,d1213,d1214,d1215,d1216,d1217,d1218,d1219,d1220,d1221,d1222,d1223,d1224,d1225,d1226,d1227,d1228,d1229,d1230,d1231,Media
-50,-24.7833,1009,0.2,2.1,0,7.3,8.4,1.6,28,3.5,11,5.1,0,25.3,11.7,0,0,0,3,0,7.7,11.8,1.4,25.7,0,0,0,0,3.6,10.8,2.1,0,6.4,2.5,1.3,74.3,0,0,9.3,17.8,8.4,0,23,9,0,10.5,4.3,15.2,33.9,0.5,30.4,0.2,14.1,0.1,0.6,0,7,0,0,0.5,0,2,0.7,0,1.8,1.1,0,0,0.6,0,0,1.4,43.8,4.4,0,0,0,0,0.5,1.3,0,0.4,0,5.5,2.2,0,0,0,13.7,7.6,4.1,6.4,0,0,18.4,20.2,0.6,0,0,0,0,7.5,4.3,0,7.1,0.4,0,0.2,11.3,0.2,0,0,0.2,15.4,0,7.4,2.2,0,0,2.7,1.1,0.2,2.7,0.8,0,0,0.2,0,0,0,0,1,0,0,0,0,22.1,4.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,23.6,42.6,4.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,9.6,2.2,0,0,39.6,3.8,9.1,7,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,20,0,0.1,0,0,0,0,0,7.6,54.6,0,42.8,0,0,0,0,0,0,5.8,13.9,0.8,0,0,0,0,0,0,0.6,30.5,58.6,0.1,1.7,8.6,2,0,3.4,0.1,0,0,0,35.3,0,0,0,0.1,0,1.4,2.4,0.2,19.5,1.5,0.1,0,0,0,0.2,0,0,0,0,0.8,2,0,0,3.7,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,14.9,23.1,5.6,0,1.4,38.3,8.6,34,1.9,0,0,0,0,0,0,0,11.4,4.6,0,0,0,23.8,2.3,0,0,0,0,0,0,0,0,0,0,0,10.3,37.4,17,14.9,14.4,0,0,0,0,0,12.9,0,0,0,0,12.6,1.1,0,0,0,0.2,0,0,0,0,0.2,17.2,40.2,21.6,0,0,0,32.2,1.9,0,0,0,0,0,0,0,0,2.9,30.2,1.7,0.3,0.1,16.5,0,32.8,0.754545454545455
-50.6167,-24.3333,768,0,13,0,0,0,4.1,0,2.6,2.7,0,0.5,9.8,40.4,0,0,42,30.5,1.6,17,12.3,0.4,23.2,0,18.2,0.8,0,0,0.2,0,0,28.1,10.6,37.5,1.7,31,1.1,16.7,16.3,30.5,1.7,21.2,59.7,0,17.4,6.1,8.8,4.2,10.8,0,3.6,0,0.2,0,0.8,13,0,46.7,0,0,40.3,0,1,0,0,0.4,0,0,0,1.2,1,17.7,0,0,0.2,0,0,0.1,22.8,0,0,0,0,0,0,0,0,1.6,26.7,12.3,9.6,0,0,9.8,7.6,0,0.2,0,0,0.2,0,2.3,0,20.3,0.8,0,0,0,0,0,0,0,14.6,0,0.5,19.8,1.3,0,0,0,0,6.7,1.2,0,0,0.2,0,0,0,0,0,0,0,0,0,5.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,19.6,63.7,0.4,0.2,0,0.2,0.3,0,0.3,0.2,0,2.4,0.1,0,0.2,0,0.3,0,22.4,0,0,0,54.5,7.6,27,5.9,1,0,0,0,0.2,0,0,0.5,0,0,0,0,0,0,33.7,3.7,0,0.2,24.2,0,0,0,0,0,0,0,8.6,40.6,66.1,37.3,0,0,0,0,0,0,15.8,4.7,0,0,0,0.2,0,0,0,1.3,17.4,39.7,0,0.2,1.4,0.2,0,1,0,0,0,0,11.6,0,0,0,0,0,2,2,0,8.9,1.4,0,0,0,0,0,0,0,0,0,0.6,0.5,0,0,3.5,0,0,0,0,0,0,0,16.1,0,0.1,0,0,0,0,26.5,33,5.4,2.2,2.2,55.7,30.1,29.4,2.9,0,0,0,0,0,0,0,14.8,10.4,0,0,0,18.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,20,24.4,8.9,5.3,0,0,0,0,0,29.4,0,0,0,0,0,13.7,0,0,0,0,0,0,0,2.4,0,1.3,14,8,0,0,0,10.4,13,0,0,0,0,0,0,0,1.7,0,2.9,16.2,0,0,0,0,76.6,1.01271186440678
-50.0667,-24.7667,975,0,0,0,31.6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23.2,2.4,1.2,44.3,32.3,0,0,3.2,0,0,0,0,0,4.2,20.7,7.2,5.8,22.9,0,13.8,4.5,0,20.9,10.9,0,0,0,13.2,30.6,0,8.6,0,5.6,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,15.8,0,16.2,0,0,0,0,0,0,0,0,0,0,0,5.4,15.5,5.1,0,10.2,6.4,0,0,0,0,0,0,0,0,8.6,0.6,7.4,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,3.8,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,21.2,19.6,0,3.7,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,20.8,0,0,0,0,0,0,0,3.6,10.6,101.3,59.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,121.9,13.2,6.3,0,0,0,0.6,0,0,0,38.4,0,0,0,0,0,0,0,3.1,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,61.2,0,0,0,73.1,0,38,0,0,0,0,0,0,0,0,0,23.2,0,0,0,21.7,2.7,0,0,0,0,0,0,0,0,0,0,0,17.2,23.6,0,49,5.9,0,0,0,0,0,15.2,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,39.5,16.7,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,26.7,0.321917808219178
-50.2667,-24.9831,950,0,0,0,0,0,0,5.1,0,36.4,0,0,22.8,16.3,0,0,29.3,21.5,0,0,23.2,0,9.6,0,31.4,0,0,5.2,2.1,1.3,0,3.1,2.1,1.6,11.5,0,0,42.6,29.9,26.1,0,11.1,31.2,0,9,3.4,42.3,16.6,0,14.2,0,23.7,0,0,0,2.1,0,3.2,0,0,0,0,2.1,0,0,0,0,0,0,0,0,5.3,11.6,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,16.8,2.1,8.9,27.1,0,0,11.8,3.1,0,0,0,0,0,7.3,0,0,6.8,3.2,0,0,0,2.2,0,0,0,15.5,0,0,0,0,0,0,0,0,8.2,8.7,0,0,0,0,0,0,0,4.7,0,0,0,0,31.3,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,35.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,2.1,0,0,47.4,5.2,9.5,15.6,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,0,0,3.1,31.2,0,0,0,0,0,0,0,0,38.4,176.5,34.7,0,0,0,0,0,0,3.2,34.3,0,0,0,0,0,0,0,0,60.8,63,0,0,3.1,0,0,0,0,0,0,0,21.8,0,0,0,0,0,0,29,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,21.3,0,0,0,0,0,0,15.1,21.2,3.4,0,0,85.4,23.9,8.5,0,0,0,0,0,0,0,0,11.7,4.3,0,0,0,32.1,4.7,0,0,0,0,0,0,0,0,0,0,0,14.7,4.2,21.7,11.4,28.9,0,0,0,0,0,17.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,0,0,0,18.8,3.9,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,12.3,0.372693726937269
-50,-24.95,1000,0,0.9,0,1.4,9.6,0.8,0.5,0.5,9.9,0,1.1,27.3,13.5,0,0,0,28,0,4.7,3.7,0.3,104.8,5.2,1.3,0,1.2,0,0,0,0,5.2,0.7,2,19.8,2.5,0,9.5,22.3,7.4,0,15,23.2,1.7,2.1,15.7,45.8,20.8,0,4.4,2.2,46,0,0.6,0,1.2,0,1.1,0,0,0,0.5,0.9,0.9,0.1,0,0,0,0,0,0,34.4,2.1,0,0,0,0,0,0,0,0,0.3,0,4,0,6,4.4,4.6,1.6,0.5,24.9,0,0,3.3,2.7,0,0,0,0,0,22.9,0,0,3.9,1,0,0,14.8,0,0,0,8.9,5.1,0,2.1,0,0,0,0,0,0,1.1,3,0,0,0,0,0,0,0,0,0,0,0,0,17.9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,34.5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,1,0,0,41.5,8.1,6.2,8.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,0,0,22.1,0,0,0,0,0,0.5,0,6.7,49.7,158.2,54.3,0,0,0,0,0,0,2.1,26.3,0.4,0,0,0,0,0,0,0,31,71.2,0,4.1,2.3,0.7,0,0.4,0,0,0,0,22.9,0,0,0,0,0,1.9,13.6,2.2,7.1,0,0,0,0,0,0,0,0,0,0,0.4,0.7,0,0,5,0,0,0,0,0,0,0,8.6,0,0,0,0,1.6,0,2,24.9,8.7,0,1,64.6,1.6,6.2,19.2,3.5,0,0,0,0,0,0,0,11,0,0,0,15.1,3.7,0,0,0,0,0,0,0,0,0,0,3,1.1,6.4,22.5,11.4,18.8,9.3,0,0,0,0,11,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,11.5,4.1,11.7,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,3.7,4.2,0.6,0,0,2.6,0,35.7,0.685483870967742
-50.3,-24.6831,1200,0,0,0,38,1.2,0,0,3.6,0,0,0,20,25,0,0,0,0,0,32,15,33,0,18,0,0,0,0,0,1.8,1.2,0,6.6,25,0,6.5,33,0,19.5,0,0,11.2,0,16.2,39,20,10,0,21,22,0,0,0,0,0,5.8,1.2,0,1.5,1.2,0,0,1.5,0,0,2,0,0,0,0,3.5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.9,39,0,2.7,0,3,7.5,39.2,0,0,0,0,0,0,15,0,0,18,0,2,1.1,0,0,0,0,3.6,0,0,15,0,0,0,0,5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,70,9.9,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,7.5,0,0,19.5,7.4,9.6,10.5,8.6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,22,0,0,7.2,0,0,0,0,0,0,0,22.2,40.8,109.2,50.7,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,19.5,76.8,0,0.5,1.5,0,0,5.7,0,0,0,0,41.7,0,0,0,0,0,0,9.5,0,19.7,0.6,0,0,0,0,0,0,0,0,0,0.5,3.3,0,0,3.1,0,0,0,0,0,0,0,17.1,0,0,0,0,0,0,21.7,34.3,1.3,0,0,53.1,8.1,33.4,3.1,0,0,0,0,0,0,0,9.4,28.4,0,0,0,38.6,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2.7,11.5,11.8,0,0,0,13,3.7,0,0,0,0,0,0,0,0,0,14,0.5,0,20.9,5.1,0,0,2.19850187265918
-50.1331,-24.6331,1050,0,0,0,16.1,0,0,10.2,0,0,18.1,2.4,0,0,6.2,9.3,6.4,2,9.8,12.1,0,8.1,2.9,29.1,52.2,5.3,0,0,0,0,0,0,0,10.9,7.9,19.5,0,0,6.8,29.1,13.6,6.9,10,4.8,21,8.3,22.3,22.1,2.3,0,0,0,0,12.1,6.4,0,0,0,0,0,0,0,0,0,0,0,18.3,0,0,7.2,0,0,31.1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,11.4,10.6,0,0,13.7,0,38.3,0,0,0,0,0,0,0,16.8,0,8.9,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0,59.5,6.3,0,25.3,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,0,0,0,23.4,0,0,0,0,0,0,0,8.3,40.7,71.4,80.1,0,0,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,112.1,0,0,0,0,0,0,0,0,0,0,47.2,0,0,0,0,0,0,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,0,0,0,0,4.8,0,50.1,0,0,0,0,38.9,8.3,21.1,9.4,0,0,0,0,0,0,0,0,25.6,0,0,0,23.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,26.6,0,0,0,18.5,11.2,0,0,0,0,0,0,0,0,0,0,0,0,6.1,44,0,0,0.291666666666667
-50.1,-24.3667,962,0,0,0,0,0,12.5,0,12.7,6.2,8.4,0,57.1,34.9,0,0,0,16.8,10.2,39.2,13.2,3.9,16.8,6.4,0,41.3,2.4,0,15.9,0,0,20.2,10.2,30.3,18.7,6.7,0,10,26.5,22.5,0,12.4,18.7,0,14.6,14.6,8,44.2,0,0,0,18.9,0,0,0,31.4,0,4.6,0,15.7,0,0,0,0,0,0,0,0,0,0,0,10.8,15.7,0,8.4,0,0,0,0,0,0,0,0,4.2,0,0,0,10.5,6.5,2.2,11.5,0,0,6.4,8.2,0,0,0,0,0,0,0,0,19.4,0,0,0,0,0,10.4,0,0,0,0,0,25,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,32.5,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,2.8,0,0,30.1,16.1,22.2,19.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,0,0,0,23.4,0,0,0,0,0,0,0,12.4,31,43.2,35.1,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0,0,0,9.7,46.4,0,0,0,0.7,0,0,0,0,0,0,16.2,0,0,0,0,0,0,0,5.4,9.5,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,18.6,37.6,12.5,16.5,0,40,53.1,46.6,12.4,0,0,0,0,0,0,0,0,27.7,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,21.6,74.6,35.9,12.8,0,0,0,0,0,0,21.5,8.6,0,0,0,0,37.6,0,0,0,0,0,0,0,0,7.4,1.8,0,0,0.6,0,0,35.5,20.1,0,0,0,0,0,0,0,0,0,0,32.5,0,0,8.2,0,0,0.420664206642066
-50.2331,-24.2167,1050,0,0.3,0,1.9,17.6,18.5,0,0,0,4.4,9.8,52.3,31.3,0,0,0,68.7,2.3,59.2,15.4,9,27.6,0,1.3,16,2.6,0,0,0,0,4.4,0.7,7,12.5,0.7,4.5,9.6,7.1,31.7,0,64.9,17,0,7.5,24.5,7,5.3,0,3.7,3,0.3,0,0,0,14.2,0,29.8,0,3,0.3,0,0,0,0,0,0,0,0,0.7,0,56.2,0,0,0,0,0,0,2.7,0,0,0,6.1,16.7,0,0,0,5.9,13.5,2.8,3.5,0,0,11.7,6.4,0,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0,22.3,0,4.3,20.2,1.7,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36.1,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,7.7,0,0,35.4,15.6,32.4,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,6.8,0,0,0,16.1,0,0,0,0,0,0,5,29.3,36.4,31.2,0,0,0,0,0,0,0.3,10.4,0,0,0,0,0,0,0,0,2.5,40.6,0,0,0,0,0,2.5,0,0,0,0,16,0,0,0,0,0,0,0,0.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,17.5,19.8,1.4,5.4,1.2,28.8,29.5,50.2,4.1,0,0,0,0,0,0,0,0,51.3,0,0,0,18.3,3,0,0,0,0,0,0,0,0,0,0,0.9,4,20.9,18.6,18.2,13,0,0,0,0,0,29.5,2.6,0,0,0,0,1.2,0,8.1,0,0,0,0,0,0,1.4,4,0,9.8,0,0,0,24.5,8.5,0,0,0,0,0,0,0,0,0,0,6,0,0,2.4,0,19.4,0.49812734082397
-50.0839,-24.2586,957,1,0,0,0,8,0,1,0,5,0,0,43,38,0,0,0,30.5,1.8,51.5,43.5,45,16,0,0,12.5,0,1.5,8.5,0,0,7,7,60.5,7.5,2.9,39.1,0,8.4,31.5,0,5,16.3,8.8,0,12,3,0,0,0,16.8,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37,0,0,22,0,0,0,0,0,0,3.9,11.5,0,0,0,0,20,7.5,0.9,0.4,0,0,30,0,0,0,0,0,0,0,0,11,6.5,0,0,0,0,0,0,0,22,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,19,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,31,21,31,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,22,0,0,0,0,0,0,0,5.4,0,54.2,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,2.7,42.8,0,0,0,0,2,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,4.9,1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,1.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.7,17.7,0,0,0,0,0,25.5,0,0,0,0,26.7,4.3,0,0,0,0,0,0,0,0,7.3,5.6,2.5,4.8,0,0,0,9.3,0.9,0,0,0,0,0,0,0,0,0,0,13.1,0,0,6.6,0,0,1.98601398601399
-50.8186,-24.4919,919,0,0,0,0,0,4.2,0,0,0,0,5.5,3.4,17.8,0,0,0,2.1,0,5.1,12.2,13.6,25.8,7.7,24,0,0,0,0,0,0,19.8,0,0,52.2,35.9,7.3,9.4,4.9,20.3,15.3,35.8,15.3,14.6,6.6,18.9,32.7,3.6,1.7,0,15.9,17.3,0,0,0,10.9,0,6.2,5.5,0,17.9,0,0,0,0,0,0,1.2,0,27.1,0,11.7,7.7,0,0,0,0,0,5.3,0,0,0,0,4.4,0,0,0,16.1,43.9,0,6.6,0,0,0,7.1,0,0,0,0,0,0,0,0,21.3,8.1,0,0,0,0,0,0,0,24.5,0,0,19.2,3.4,0,0,0,7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,43.7,48.2,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,15.4,6.1,0,0,55.7,18,63.1,17.1,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7,24.4,0,31.5,28,0,0,0,0,0,0,0,9.9,35.7,116.8,45.8,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,7.1,23.6,72.9,6,7.7,24.2,0,0,3.5,0,0,0,0,23.3,0,0,0,0,0,8,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,13.5,35.9,19.4,18.4,19.3,76,19.9,51.4,18.1,0,0,0,0,0,0,0,7.4,8,0,0,0,20.4,9.5,0,0,0,0,0,0,0,0,0,0,7.9,0,27,34.1,12.7,7.5,0,0,0,0,0,49.8,0,0,0,0,0,5.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933884297520661
-50.0833,-24.0333,900,0,0,0,0,27.6,0,0,0,3.3,0,0,91,0,0,0,0,41,0,23.9,42.4,51.2,2.3,0,16.2,0,13.6,7.8,0,0,0,0,0,19.6,0,8.3,0,12.6,0,6.8,0,0,33.2,0,13.8,0,0,0,0,0,25.6,0,0,0,0,23.5,0,0,0,29.1,3.7,0,0,0,0,0,0,0,0,0,9.7,39.2,0,19.4,11.2,0,0,0,0,0,0,0,11,0,0,0,21.1,16.9,12.4,11.4,3.1,0,0,42.2,0,0,0,0,0,0,0,0,22.3,0,0,0,0,0,0,0,0,9.7,0,0,0,0,18.4,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,0,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,22.7,23.9,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,19.6,1.3,0,0,0,0,0,0,0,12.2,18.9,22.9,9.2,0,0,0,0,0,0,3.7,4.1,0,0,0,0,0,0,0,0,6.2,19.2,0,0,0,0,0,0,0,0,0,18.4,0.9,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,52.4,0,0,0,21.8,28.3,58,22.9,0,0,0,0,0,0,0,0,45.9,0,0,0,0,24.2,0,0,0,0,0,0,0,0,0,0,0,0,2.9,39.2,40.9,64.3,0,0,0,0,0,0,25.1,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,7.7,8.9,0,0.68135593220339
-50.8917,-24.9575,743,0,0,3,0,0,3,0,3.2,3.5,0,1.7,120,23.2,0,0,0,7.5,0,3.5,9.8,3.2,19.7,0,7.4,0,4.5,0,0,0,0,5.8,6,8.1,13.5,3.5,0,10.2,15.6,2.5,0,12.5,22,0,13,0,43.5,2,0,0,0,23,0,0,3,7.8,0,22.5,0,0,0,0,3.7,0,0,0,0,0,0,0,11,0,3.2,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,18.8,10,41,0,0,6.7,1.3,0,0,0,0,0,2.5,0,0,15,2,1.8,0,0,0,0,0,0,8.8,0,27,0,0,0,0,0,0,4,3.7,0,0,0,0,0,0,0,2.5,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,50.3,8.8,9.2,34.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,0,0,37,0,0,0,0,0,0,0,7.3,27.9,167,45.5,0,0,0,0,0,0,15.1,3,0,0,0,0,0,0,0,4.7,75.2,75,0,1,3,0,0,0.7,0,0,0,0,19.8,0,0,0,0,0,24,22.3,0,16,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,19,3.3,0,0,99,15.7,49.5,0,0,0,0,0,0,0,0,23.5,5.5,0,0,0,28.3,10.3,0,0,0,0,0,0,0,0,0,0,0,0,3.7,58.8,16.8,0,0,0,0,0,0,27,1.3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3.7,1,4.6,0,0,7.2,0,4.6,0,0,0,0,0,0,1,0,0,0,4.5,0,0,0,0,0,2.94630872483221
